

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.25E-02  0.63E-04  0.98E+00

     Power:   286.04    


                         Increment number 332
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.29E-02  0.61E-04  0.98E+00

     Power:   286.17    


                         Increment number 333
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.39E-02  0.62E-04  0.98E+00

     Power:   286.31    


                         Increment number 334
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.35E-02  0.64E-04  0.98E+00

     Power:   286.44    


                         Increment number 335
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.25E-02  0.63E-04  0.98E+00

     Power:   286.57    


                         Increment number 336
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   286.71    


                         Increment number 337
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.25E-02  0.62E-04  0.98E+00

     Power:   286.84    


                         Increment number 338
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.29E-02  0.61E-04  0.98E+00

     Power:   286.97    


                         Increment number 339
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.39E-02  0.61E-04  0.98E+00

     Power:   287.11    


                         Increment number 340
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.35E-02  0.63E-04  0.98E+00

     Power:   287.24    


                         Increment number 341
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.25E-02  0.63E-04  0.98E+00

     Power:   287.37    


                         Increment number 342
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.61E-04  0.98E+00

     Power:   287.51    


                         Increment number 343
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.26E-02  0.62E-04  0.98E+00

     Power:   287.64    


                         Increment number 344
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   287.77    


                         Increment number 345
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.39E-02  0.61E-04  0.98E+00

     Power:   287.90    


                         Increment number 346
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.36E-02  0.63E-04  0.98E+00

     Power:   288.04    


                         Increment number 347
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.25E-02  0.62E-04  0.98E+00

     Power:   288.17    


                         Increment number 348
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.61E-04  0.98E+00

     Power:   288.30    


                         Increment number 349
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.26E-02  0.62E-04  0.98E+00

     Power:   288.44    


                         Increment number 350
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   288.57    


                         Increment number 351
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.39E-02  0.61E-04  0.98E+00

     Power:   288.70    


                         Increment number 352
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.37E-02  0.63E-04  0.98E+00

     Power:   288.83    


                         Increment number 353
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.26E-02  0.62E-04  0.98E+00

     Power:   288.97    


                         Increment number 354
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.61E-04  0.98E+00

     Power:   289.10    


                         Increment number 355
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   289.23    


                         Increment number 356
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   289.36    


                         Increment number 357
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.39E-02  0.60E-04  0.98E+00

     Power:   289.50    


                         Increment number 358
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.37E-02  0.62E-04  0.98E+00

     Power:   289.63    


                         Increment number 359
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   289.76    


                         Increment number 360
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.27E-02  0.61E-04  0.98E+00

     Power:   289.90    


                         Increment number 361
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   290.03    


                         Increment number 362
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   290.16    


                         Increment number 363
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.39E-02  0.60E-04  0.98E+00

     Power:   290.29    


                         Increment number 364
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.38E-02  0.62E-04  0.98E+00

     Power:   290.43    


                         Increment number 365
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   290.56    


                         Increment number 366
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.27E-02  0.60E-04  0.98E+00

     Power:   290.69    


                         Increment number 367
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.27E-02  0.61E-04  0.98E+00

     Power:   290.82    


                         Increment number 368
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   290.96    


                         Increment number 369
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.38E-02  0.60E-04  0.98E+00

     Power:   291.09    


                         Increment number 370
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.38E-02  0.62E-04  0.98E+00

     Power:   291.22    


                         Increment number 371
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.28E-02  0.62E-04  0.98E+00

     Power:   291.35    


                         Increment number 372
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.28E-02  0.60E-04  0.98E+00

     Power:   291.49    


                         Increment number 373
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   291.62    


                         Increment number 374
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   291.75    


                         Increment number 375
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.38E-02  0.60E-04  0.98E+00

     Power:   291.88    


                         Increment number 376
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.39E-02  0.62E-04  0.98E+00

     Power:   292.01    


                         Increment number 377
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.29E-02  0.62E-04  0.98E+00

     Power:   292.15    


                         Increment number 378
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.28E-02  0.60E-04  0.98E+00

     Power:   292.28    


                         Increment number 379
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.79E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   292.41    


                         Increment number 380
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.79E-03  0.28E-02  0.61E-04  0.98E+00

     Power:   292.54    


                         Increment number 381
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.78E-03  0.38E-02  0.60E-04  0.98E+00

     Power:   292.68    


                         Increment number 382
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.78E-03  0.39E-02  0.62E-04  0.98E+00

     Power:   292.81    


                         Increment number 383
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.77E-03  0.29E-02  0.62E-04  0.98E+00

     Power:   292.94    


                         Increment number 384
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.77E-03  0.28E-02  0.60E-04  0.98E+00

     Power:   293.07    


                         Increment number 385
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.76E-03  0.29E-02  0.61E-04  0.99E+00

     Power:   293.20    


                         Increment number 386
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.76E-03  0.28E-02  0.61E-04  0.99E+00

     Power:   293.34    


                         Increment number 387
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.75E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   293.47    


                         Increment number 388
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.74E-03  0.39E-02  0.62E-04  0.99E+00

     Power:   293.60    


                         Increment number 389
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.74E-03  0.30E-02  0.62E-04  0.99E+00

     Power:   293.73    


                         Increment number 390
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.73E-03  0.28E-02  0.60E-04  0.99E+00

     Power:   293.87    


                         Increment number 391
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.73E-03  0.29E-02  0.61E-04  0.99E+00

     Power:   294.00    


                         Increment number 392
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.72E-03  0.29E-02  0.61E-04  0.99E+00

     Power:   294.13    


                         Increment number 393
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.72E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   294.26    


                         Increment number 394
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.71E-03  0.40E-02  0.62E-04  0.99E+00

     Power:   294.39    


                         Increment number 395
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.71E-03  0.31E-02  0.62E-04  0.99E+00

     Power:   294.53    


                         Increment number 396
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.70E-03  0.28E-02  0.60E-04  0.99E+00

     Power:   294.66    


                         Increment number 397
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.70E-03  0.29E-02  0.61E-04  0.99E+00

     Power:   294.79    


                         Increment number 398
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.69E-03  0.29E-02  0.61E-04  0.99E+00

     Power:   294.92    


                         Increment number 399
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.69E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   295.05    


                         Increment number 400
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.40E-02  0.62E-04  0.99E+00

     Power:   295.19    


                         Increment number 401
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.31E-02  0.62E-04  0.99E+00

     Power:   295.32    


                         Increment number 402
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.29E-02  0.60E-04  0.99E+00

     Power:   295.45    


                         Increment number 403
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.30E-02  0.61E-04  0.99E+00

     Power:   295.58    


                         Increment number 404
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.29E-02  0.61E-04  0.99E+00

     Power:   295.71    


                         Increment number 405
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   295.85    


                         Increment number 406
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.41E-02  0.61E-04  0.99E+00

     Power:   295.98    


                         Increment number 407
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.32E-02  0.62E-04  0.99E+00

     Power:   296.11    


                         Increment number 408
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.29E-02  0.60E-04  0.99E+00

     Power:   296.24    


                         Increment number 409
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.30E-02  0.61E-04  0.99E+00

     Power:   296.37    


                         Increment number 410
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.30E-02  0.61E-04  0.99E+00

     Power:   296.50    


                         Increment number 411
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   296.64    


                         Increment number 412
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.41E-02  0.61E-04  0.99E+00

     Power:   296.77    


                         Increment number 413
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.33E-02  0.62E-04  0.99E+00

     Power:   296.90    


                         Increment number 414
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.29E-02  0.60E-04  0.99E+00

     Power:   297.03    


                         Increment number 415
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.31E-02  0.61E-04  0.99E+00

     Power:   297.16    


                         Increment number 416
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.30E-02  0.61E-04  0.99E+00

     Power:   297.30    


                         Increment number 417
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   297.43    


                         Increment number 418
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.41E-02  0.61E-04  0.99E+00

     Power:   297.56    


                         Increment number 419
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.33E-02  0.62E-04  0.99E+00

     Power:   297.69    


                         Increment number 420
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.30E-02  0.60E-04  0.99E+00

     Power:   297.82    


                         Increment number 421
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.31E-02  0.61E-04  0.99E+00

     Power:   297.95    


                         Increment number 422
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.63E-03  0.30E-02  0.61E-04  0.99E+00

     Power:   298.09    


                         Increment number 423
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.63E-03  0.38E-02  0.60E-04  0.99E+00

     Power:   298.22    


                         Increment number 424
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.63E-03  0.42E-02  0.61E-04  0.99E+00

     Power:   298.35    


                         Increment number 425
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.62E-03  0.34E-02  0.62E-04  0.99E+00

     Power:   298.48    


                         Increment number 426
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.62E-03  0.30E-02  0.60E-04  0.99E+00

     Power:   298.61    


                         Increment number 427
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.62E-03  0.31E-02  0.61E-04  0.99E+00

     Power:   298.75    


                         Increment number 428
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.61E-03  0.31E-02  0.61E-04  0.99E+00

     Power:   298.88    


                         Increment number 429
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.61E-03  0.38E-02  0.61E-04  0.99E+00

     Power:   299.01    


                         Increment number 430
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.60E-03  0.42E-02  0.61E-04  0.99E+00

     Power:   299.14    


                         Increment number 431
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.60E-03  0.34E-02  0.62E-04  0.99E+00

     Power:   299.27    


                         Increment number 432
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.60E-03  0.30E-02  0.60E-04  0.99E+00

     Power:   299.40    


                         Increment number 433
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.59E-03  0.32E-02  0.61E-04  0.99E+00

     Power:   299.54    


                         Increment number 434
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.59E-03  0.31E-02  0.61E-04  0.99E+00

     Power:   299.67    


                         Increment number 435
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.58E-03  0.38E-02  0.61E-04  0.99E+00

     Power:   299.80    


                         Increment number 436
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.58E-03  0.42E-02  0.61E-04  0.99E+00

     Power:   299.93    


                         Increment number 437
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.57E-03  0.35E-02  0.62E-04  0.99E+00

     Power:   300.06    


                         Increment number 438
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.57E-03  0.31E-02  0.60E-04  0.99E+00

     Power:   300.19    


                         Increment number 439
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.56E-03  0.32E-02  0.61E-04  0.99E+00

     Power:   300.33    


                         Increment number 440
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.56E-03  0.32E-02  0.62E-04  0.99E+00

     Power:   300.46    


                         Increment number 441
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.55E-03  0.38E-02  0.61E-04  0.99E+00

     Power:   300.59    


                         Increment number 442
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.55E-03  0.42E-02  0.61E-04  0.99E+00

     Power:   300.72    


                         Increment number 443
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.54E-03  0.36E-02  0.62E-04  0.99E+00

     Power:   300.85    


                         Increment number 444
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.54E-03  0.31E-02  0.60E-04  0.99E+00

     Power:   300.98    


                         Increment number 445
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.53E-03  0.33E-02  0.61E-04  0.99E+00

     Power:   301.12    


                         Increment number 446
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.53E-03  0.32E-02  0.62E-04  0.99E+00

     Power:   301.25    


                         Increment number 447
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.53E-03  0.38E-02  0.61E-04  0.99E+00

     Power:   301.38    


                         Increment number 448
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.52E-03  0.43E-02  0.61E-04  0.99E+00

     Power:   301.51    


                         Increment number 449
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.52E-03  0.37E-02  0.62E-04  0.99E+00

     Power:   301.64    


                         Increment number 450
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.51E-03  0.31E-02  0.60E-04  0.99E+00

     Power:   301.77    


                         Increment number 451
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.51E-03  0.33E-02  0.61E-04  0.99E+00

     Power:   301.90    


                         Increment number 452
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.51E-03  0.33E-02  0.62E-04  0.99E+00

     Power:   302.04    


                         Increment number 453
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-03  0.38E-02  0.61E-04  0.99E+00

     Power:   302.17    


                         Increment number 454
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-03  0.43E-02  0.61E-04  0.99E+00

     Power:   302.30    


                         Increment number 455
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-03  0.37E-02  0.62E-04  0.99E+00

     Power:   302.43    


                         Increment number 456
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-03  0.32E-02  0.61E-04  0.99E+00

     Power:   302.56    


                         Increment number 457
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.33E-02  0.61E-04  0.99E+00

     Power:   302.69    


                         Increment number 458
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.33E-02  0.62E-04  0.99E+00

     Power:   302.83    


                         Increment number 459
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.39E-02  0.61E-04  0.99E+00

     Power:   302.96    


                         Increment number 460
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.43E-02  0.61E-04  0.99E+00

     Power:   303.09    


                         Increment number 461
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.38E-02  0.62E-04  0.99E+00

     Power:   303.22    


                         Increment number 462
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.32E-02  0.61E-04  0.99E+00

     Power:   303.35    


                         Increment number 463
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.34E-02  0.61E-04  0.99E+00

     Power:   303.48    


                         Increment number 464
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.34E-02  0.62E-04  0.99E+00

     Power:   303.62    


                         Increment number 465
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.39E-02  0.61E-04  0.99E+00

     Power:   303.75    


                         Increment number 466
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.43E-02  0.61E-04  0.99E+00

     Power:   303.88    


                         Increment number 467
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.38E-02  0.62E-04  0.99E+00

     Power:   304.01    


                         Increment number 468
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.33E-02  0.61E-04  0.99E+00

     Power:   304.14    


                         Increment number 469
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.34E-02  0.61E-04  0.99E+00

     Power:   304.27    


                         Increment number 470
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.35E-02  0.62E-04  0.99E+00

     Power:   304.40    


                         Increment number 471
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.39E-02  0.62E-04  0.99E+00

     Power:   304.54    


                         Increment number 472
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.44E-02  0.62E-04  0.99E+00

     Power:   304.67    


                         Increment number 473
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.39E-02  0.62E-04  0.99E+00

     Power:   304.80    


                         Increment number 474
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.33E-02  0.61E-04  0.99E+00

     Power:   304.93    


                         Increment number 475
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.34E-02  0.61E-04  0.99E+00

     Power:   305.06    


                         Increment number 476
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.35E-02  0.62E-04  0.99E+00

     Power:   305.19    


                         Increment number 477
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.39E-02  0.62E-04  0.99E+00

     Power:   305.32    


                         Increment number 478
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.44E-02  0.62E-04  0.99E+00

     Power:   305.46    


                         Increment number 479
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.40E-02  0.62E-04  0.99E+00

     Power:   305.59    


                         Increment number 480
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.34E-02  0.61E-04  0.99E+00

     Power:   305.72    


                         Increment number 481
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.39E-03  0.34E-02  0.61E-04  0.99E+00

     Power:   305.85    


                         Increment number 482
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.39E-03  0.36E-02  0.62E-04  0.99E+00

     Power:   305.98    


                         Increment number 483
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.38E-03  0.40E-02  0.62E-04  0.99E+00

     Power:   306.11    


                         Increment number 484
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.38E-03  0.44E-02  0.62E-04  0.99E+00

     Power:   306.25    


                         Increment number 485
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.37E-03  0.40E-02  0.62E-04  0.99E+00

     Power:   306.38    


                         Increment number 486
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.36E-03  0.34E-02  0.61E-04  0.99E+00

     Power:   306.51    


                         Increment number 487
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.36E-03  0.35E-02  0.61E-04  0.99E+00

     Power:   306.64    


                         Increment number 488
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.35E-03  0.36E-02  0.62E-04  0.99E+00

     Power:   306.77    


                         Increment number 489
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.35E-03  0.40E-02  0.62E-04  0.99E+00

     Power:   306.90    


                         Increment number 490
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.34E-03  0.44E-02  0.62E-04  0.99E+00

     Power:   307.03    


                         Increment number 491
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

